LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,Concentration,ADC
7,0.9445173400704382,0.9365674956061276,0.7708139602410852,1.1307964959172685,0.0073241879559576,36,20240708,P0009,full,R1,ADC_fix,1,CGv1,30.0,876.0
8,1.6443594515211064,1.6247992877748632,1.345301392706198,2.016153414597318,0.0331340636090645,36,20240708,P0009,full,R1,ADC_fix,1,CGv1,40.0,527.0
9,1.685396086142695,1.635829996617257,1.3800719582645684,2.3379340771557087,0.0466081669824961,48,20240708,P0009,full,R1,ADC_fix,1,CGv1,40.0,527.0
10,2.888908623493694,2.8593858386413906,2.6319515621726426,3.525156575597267,0.0321884137392851,40,20240708,P0009,full,R1,ADC_fix,1,CGv1,50.0,315.0
11,0.3639389144696682,0.3621775143052036,0.2940345663966965,0.4761824425389697,0.0021252047877962,36,20240708,P0009,full,R1,ADC_fix,1,CGv1,0.0,2067.0
12,0.497266152937065,0.4986324335845929,0.4079571358971688,0.6055232159239042,0.002856294665755,38,20240708,P0009,full,R1,ADC_fix,1,CGv1,10.0,1591.0
13,0.6797001025885743,0.6720859116642669,0.5247012021967299,0.8642857532902657,0.0048485133381869,46,20240708,P0009,full,R1,ADC_fix,1,CGv1,20.0,1211.0
14,0.9745114613876548,0.9440412503070894,0.8418801188582733,1.2565156805176445,0.0108646242115845,41,20240708,P0009,full,R1,ADC_fix,1,CGv1,30.0,876.0
1,1.2117587457617998,1.1657287657037725,0.6093973031250174,2.58120080636305,0.1310290068267061,47,20240708,P0009,full,R2,T1mimics_fix,1,online,0.29,
2,1.127795894026962,1.0723494171437815,0.4398859364612774,2.301763345932901,0.0938481329732809,45,20240708,P0009,full,R2,T1mimics_fix,1,online,0.6,
3,1.3009479515866738,1.304574871792559,0.6685757695556549,1.9070669106863696,0.0819561578609709,43,20240708,P0009,full,R2,T1mimics_fix,1,online,1.04,
4,1.934984090008824,1.9248429546047017,1.0934355089159415,2.823129317381701,0.1073590807696564,54,20240708,P0009,full,R2,T1mimics_fix,1,online,1.64,
5,2.4034599085580703,2.37746368207869,1.7206725399156246,3.1285801496653582,0.1065667835777127,47,20240708,P0009,full,R2,T1mimics_fix,1,online,2.52,
6,2.964128587977906,2.9987972033478947,2.5182583961055585,3.3613370570510983,0.0380368344148866,51,20240708,P0009,full,R2,T1mimics_fix,1,online,3.68,
7,4.007196675547899,3.9706010344362617,3.668366892899724,4.544739022912703,0.0397577514712909,49,20240708,P0009,full,R2,T1mimics_fix,1,online,5.43,
8,5.2361055079450285,5.217190537813041,4.753950190428618,5.974359924231834,0.0757616185100393,58,20240708,P0009,full,R2,T1mimics_fix,1,online,7.74,
9,7.3398543679791555,7.376505620735223,6.397323458690724,8.03219500924502,0.1207808247189969,46,20240708,P0009,full,R2,T1mimics_fix,1,online,11.3,
10,10.672312420190512,10.710181009912972,9.388279880935738,12.682413172492137,0.674168375811285,54,20240708,P0009,full,R2,T1mimics_fix,1,online,16.5,
11,14.171438774830994,13.901875977539458,11.474564298921456,18.072438770801295,2.281005483961405,54,20240708,P0009,full,R2,T1mimics_fix,1,online,23.3,
12,19.62406005575021,19.023619758738207,13.63957643079343,36.14487754160259,15.346096475296624,59,20240708,P0009,full,R2,T1mimics_fix,1,online,32.7,
13,31.387164273514298,31.43032829704573,19.023619758738207,51.63553934514656,44.34705354887228,63,20240708,P0009,full,R2,T1mimics_fix,1,online,46.0,
14,34.46119045552926,32.85897958327508,9.902706175781532,80.3219500924502,151.33136776951727,55,20240708,P0009,full,R2,T1mimics_fix,1,online,65.3,
1,1.7781199893488868,1.7671141965090826,0.9846225260332706,2.6281210664196384,0.174978976287556,58,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0113,
2,1.4615994263449712,1.4483296786016566,0.8345739817672868,1.985641341341258,0.0668079400675442,53,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0181,
3,2.0120266593851968,2.010527048609399,1.4170988499525643,2.5270615716217675,0.0460756561462468,50,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0282,
4,2.8994447139333532,2.937861522304503,2.1383547445577427,3.5953872593449887,0.1135818256355087,49,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0434,
5,3.764292493687063,3.725075946316531,3.3613370570510983,4.433254432086175,0.0605351655613103,44,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0673,
6,4.380479307379783,4.406232690785839,3.9274569824491783,4.661975337893119,0.0316367557266519,49,20240708,P0009,full,R2,T2mimics_fix,1,online,0.0934,
7,5.51522424742261,5.476496597212513,4.817309793133207,6.178611545573093,0.0758174640874559,54,20240708,P0009,full,R2,T2mimics_fix,1,online,0.1353,
8,7.674885397671515,7.773091944430664,6.45444241814332,8.605923224191093,0.2644986879031896,53,20240708,P0009,full,R2,T2mimics_fix,1,online,0.193,
9,10.019223416970789,9.902706175781532,7.087230890510312,13.901875977539458,2.2384287618141605,47,20240708,P0009,full,R2,T2mimics_fix,1,online,0.2768,
10,13.31304856027635,13.386991682075037,6.693495841037517,21.261692671530938,11.072798902853192,43,20240708,P0009,full,R2,T2mimics_fix,1,online,0.4276,
11,20.455922791218757,19.537771644109508,11.121500782031566,42.523385343061875,33.20665421472881,48,20240708,P0009,full,R2,T2mimics_fix,1,online,0.5555,
12,28.182721704006912,28.915902033282073,4.275918969801415,45.18109692700324,58.0607359750746,45,20240708,P0009,full,R2,T2mimics_fix,1,online,0.7902,
13,38.52931280563724,36.14487754160259,2.1383547445577427,80.3219500924502,285.61902300909094,47,20240708,P0009,full,R2,T2mimics_fix,1,online,1.1274,
14,100079991719367.0,18.535834636719276,2.05917052044024,4503599627370496.0,4.407042086719331e+29,45,20240708,P0009,full,R2,T2mimics_fix,1,online,1.5996,
1,0.8888720290256444,1.0109781131560944,0.1764913529154319,1.6845850296115392,0.1311157508471526,44,20240708,P0009,full,R2,ADC_fix,1,online,0.0,2067.0
2,3.3207107017558566,3.299960289104944,2.6669035769686023,3.8644707027440126,0.0744612361663034,51,20240708,P0009,full,R2,ADC_fix,1,online,50.0,315.0
3,1.237710080165327,1.2429011114724138,0.8978002649470488,1.616768355229638,0.0350566010096721,54,20240708,P0009,full,R2,ADC_fix,1,online,0.0,2067.0
4,91910196476949.6,0.7520390645847094,0.2367293807346206,4503599627370496.0,4.054792423887047e+29,49,20240708,P0009,full,R2,ADC_fix,1,online,0.0,2067.0
5,0.7079513430173562,0.694927391368306,0.2054379285148191,1.0984198303241053,0.0704963043285842,34,20240708,P0009,full,R2,ADC_fix,1,online,10.0,1591.0
6,0.7525304182469644,0.7546853131535336,0.3723516985903753,1.200577207111566,0.0309259165636795,44,20240708,P0009,full,R2,ADC_fix,1,online,20.0,1211.0
7,1.0201794611536517,1.012905376157058,0.5641852013712906,1.4311260595536783,0.0381106757260265,48,20240708,P0009,full,R2,ADC_fix,1,online,30.0,876.0
8,1.9885745112733428,2.002277889497024,1.2591291980527792,3.169734396632729,0.2056869881250416,48,20240708,P0009,full,R2,ADC_fix,1,online,40.0,527.0
9,1.7198946062975378,1.7289029616312153,0.995469559627578,2.176992436159012,0.0740173421062178,41,20240708,P0009,full,R2,ADC_fix,1,online,40.0,527.0
10,3.016901212509006,2.9987972033478947,2.4751467608202073,3.49120459200508,0.0669787342737987,40,20240708,P0009,full,R2,ADC_fix,1,online,50.0,315.0
11,214457125112881.16,0.5328032737595225,0.1853642875302546,4503599627370496.0,9.198371702336356e+29,42,20240708,P0009,full,R2,ADC_fix,1,online,0.0,2067.0
12,195808679450891.7,0.6027951424832101,0.1904931126406144,4503599627370496.0,8.435028568626402e+29,46,20240708,P0009,full,R2,ADC_fix,1,online,10.0,1591.0
13,0.7519113481805868,0.778827973784175,0.3945005222999703,1.0868596892795366,0.0291490922412967,52,20240708,P0009,full,R2,ADC_fix,1,online,20.0,1211.0
