LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,Concentration,ADC
13,31.853126677698295,32.0562697999391,25.486726577881907,37.58121976810662,10.69115542111579,38,20240708,P0009,full,R1,T1mimics_fix,1,CGv1,46.0,
14,247.17525446572105,43.73094893158295,29.99379040707617,999.999952502551,143277.14520662502,38,20240708,P0009,full,R1,T1mimics_fix,1,CGv1,65.3,
1,0.6929824469303401,0.6727816816462291,0.4879321737350048,1.0887066808754136,0.0195216945150884,53,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0113,
2,0.6541471886702861,0.6374381282258088,0.436708100952015,1.0502375414303893,0.0139475157072981,43,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0181,
3,1.0071912323040888,0.9710296903105136,0.7747693247203602,1.5742314660018892,0.0305005998012861,63,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0282,
4,1.2960549246291455,1.246341187648042,1.1066380476087672,1.808622264126169,0.021499046015528,50,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0434,
5,1.7733092499977798,1.765965296497198,1.5792629266188272,2.328307697922862,0.0175617155672372,45,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0673,
6,2.20526135318932,2.1805318586263605,2.0003380154534467,2.639671260766254,0.0234827719826319,51,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.0934,
7,2.832564410910807,2.80022984186383,2.5096347897888185,3.417494302297383,0.0367610004300725,46,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.1353,
8,3.9111890671855463,3.8951213281824746,3.6910906859846735,4.235252806462584,0.0179548029572734,38,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.193,
9,5.7052264223324745,5.648050396510622,5.51372992108931,6.215547077430116,0.0268144765506071,43,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.2768,
10,8.627899918068348,8.603776659622422,8.01731559219857,9.120432036647609,0.070410259521267,40,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.4276,
11,11.462815509601874,11.460605622650371,10.399969997492558,12.519280409951346,0.2053698413461037,36,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.5555,
12,17.08135746178087,17.093844207897625,12.96524199538278,21.084653993824205,2.574563845675221,41,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,0.7902,
13,22.18461579379226,22.469336503847995,17.22685411936967,26.01680944622724,4.348528415895966,37,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,1.1274,
14,53.900532157989865,29.484926174949273,18.510331386327582,999.999952502551,22421.928795492266,41,20240708,P0009,full,R1,T2mimics_fix,1,CGv1,1.5996,
1,0.4241354623140998,0.4083540236944044,0.2651691323269395,0.7421735473766669,0.0130479332441263,36,20240708,P0009,full,R1,ADC_fix,1,CGv1,0.0,2067.0
2,2.934229580080325,2.8906810448560005,2.6604747769163453,3.446331933550761,0.0376728015267919,40,20240708,P0009,full,R1,ADC_fix,1,CGv1,50.0,315.0
3,1.209673932483068,1.155567119327428,1.0901454253598206,1.6499206028343023,0.0173328213620933,44,20240708,P0009,full,R1,ADC_fix,1,CGv1,0.0,2067.0
4,0.4058473254125812,0.3705169140190073,0.309910460544992,0.6247241150755528,0.0070435486630504,44,20240708,P0009,full,R1,ADC_fix,1,CGv1,0.0,2067.0
5,0.531134028896844,0.5325212723816644,0.433523422780077,0.6552042866062612,0.0030479466577362,36,20240708,P0009,full,R1,ADC_fix,1,CGv1,10.0,1591.0
6,0.6993841410592831,0.6862408283153589,0.5691820182458875,0.9960563160865092,0.0061772690255683,38,20240708,P0009,full,R1,ADC_fix,1,CGv1,20.0,1211.0
