index,Subject,Session,PSNR,MSE,NMI,SSIM,SoftwareVersions
229,P0039,20240109082835,32.99579249315397,0.0027367539078574,1.4600176802135036,0.9803514865556178,8.6.1
230,P0039,20240110090505,33.38734461018584,0.0024086451401143,1.4676269552644166,0.9827788986416998,8.6.1
231,P0039,20240111081441,33.44769617391394,0.0025118747444057,1.4677406915635962,0.982178670033821,8.6.1
232,P0039,20240112081130,33.361690634919995,0.0024476870373595,1.4664352523438513,0.9828217371839928,8.6.1
233,P0039,20240116122813,33.05495001017568,0.0024862516500809,1.4624849283639492,0.9816501250949664,8.6.1
234,P0039,20240122075953,33.25592117798757,0.0025329902704091,1.464683231275612,0.981170324762147,8.6.1
235,P0039,20240123093932,33.139172866099834,0.0025207693242719,1.4629721116269452,0.9821890121274606,8.6.1
236,P0039,20240125081132,34.0019692992638,0.0023986757898724,1.474798345899002,0.9823996784194766,8.6.1
237,P0039,20240126080726,33.08480624657963,0.0026796677426225,1.4611772636453926,0.9808363057592536,8.6.1
238,P0039,20240129074340,33.67013378582901,0.002486440211421,1.470578844648257,0.9821060673319596,8.6.1
239,P0039,20240130082431,33.829468757012265,0.0024992090270066,1.4725410507092451,0.9816163708327396,8.6.1
240,P0039,20240131094822,33.05875408741918,0.0025820909259087,1.4625882118092006,0.9810469141293944,8.6.1
241,P0039,20240201080215,33.809503632571,0.0024483931493518,1.472133713100364,0.9827051312612765,8.6.1
242,P0039,20240202093220,33.60190122406213,0.0025532383362465,1.469254724240751,0.9816581783208465,8.6.1
243,P0039,20240207083415,33.824944829163314,0.0024451363256445,1.471588164671321,0.9826516660922662,8.6.1
