LabelValue,Mean,Min,Max,Variance,Subject,Session,Run,Seg,SoftwareVersions
7.0,1.202698036708992,1305.0,1871.0,18368.452525252545,P0003,20231017153058,1,T2,8.6.0
8.0,0.7538007604400956,814.0,1259.0,8271.873299319763,P0003,20231017153058,1,T2,8.6.0
9.0,0.322004489111342,256.0,580.0,5657.959818308892,P0003,20231017153058,1,T2,8.6.0
10.0,0.10599839181386006,29.0,240.0,2075.980015082956,P0003,20231017153058,1,T2,8.6.0
11.0,0.07217024656041161,28.0,242.0,2413.308270676692,P0003,20231017153058,1,T2,8.6.0
12.0,0.09489856946181695,71.0,230.0,1166.6236119228515,P0003,20231017153058,1,T2,8.6.0
13.0,0.11116498786289872,36.0,295.0,5504.2401433691775,P0003,20231017153058,1,T2,8.6.0
14.0,0.11439580707340855,57.0,295.0,3241.0889292196,P0003,20231017153058,1,T2,8.6.0
1.0,1.713485319645856,342.0,3692.0,629043.0198578592,P0003,20231017153058,2,T1,8.6.0
2.0,1.8853663344227347,662.0,3803.0,445846.3873631835,P0003,20231017153058,2,T1,8.6.0
3.0,1.9368355544058542,1029.0,4095.0,272688.64419950434,P0003,20231017153058,2,T1,8.6.0
4.0,1.6858295419171294,555.0,3446.0,396456.47423102095,P0003,20231017153058,2,T1,8.6.0
5.0,1.6145066673882673,703.0,3463.0,371440.6657286433,P0003,20231017153058,2,T1,8.6.0
6.0,1.5014018455103533,713.0,3139.0,282036.56986301346,P0003,20231017153058,2,T1,8.6.0
7.0,1.2386187552856844,159.0,2544.0,188443.66968014804,P0003,20231017153058,2,T1,8.6.0
8.0,0.8675576032957407,32.0,1874.0,140986.38318407952,P0003,20231017153058,2,T1,8.6.0
9.0,0.6909054681535735,231.0,1382.0,42065.15072864324,P0003,20231017153058,2,T1,8.6.0
10.0,0.3337057335636373,71.0,862.0,22669.325124319188,P0003,20231017153058,2,T1,8.6.0
11.0,0.17111322040158727,31.0,603.0,16523.677794989584,P0003,20231017153058,2,T1,8.6.0
12.0,0.14198140446237711,2.0,676.0,18644.252753279805,P0003,20231017153058,2,T1,8.6.0
13.0,0.11092092019472818,30.0,529.0,11871.155117744049,P0003,20231017153058,2,T1,8.6.0
14.0,0.10777163135247748,7.0,709.0,15444.223855967684,P0003,20231017153058,2,T1,8.6.0
1.0,2.0640201280417467,1617.0,3505.0,220671.7242937856,P0003,20231017153058,2,T2,8.6.0
2.0,2.067683928752798,1810.0,3270.0,187687.3699334546,P0003,20231017153058,2,T2,8.6.0
3.0,1.9638957287605716,2158.0,3112.0,31120.45130066495,P0003,20231017153058,2,T2,8.6.0
4.0,1.7998935944831553,1993.0,2822.0,47271.90382513702,P0003,20231017153058,2,T2,8.6.0
5.0,1.7428002473590014,1762.0,2742.0,65414.94521249398,P0003,20231017153058,2,T2,8.6.0
6.0,1.521458595709823,1550.0,2541.0,51793.9,P0003,20231017153058,2,T2,8.6.0
7.0,1.2106353044533649,1415.0,1948.0,17271.954887218242,P0003,20231017153058,2,T2,8.6.0
8.0,0.7848398925240748,903.0,1456.0,10701.65306122446,P0003,20231017153058,2,T2,8.6.0
9.0,0.34761265652844187,309.0,627.0,6805.346907993961,P0003,20231017153058,2,T2,8.6.0
10.0,0.08721754972467778,70.0,274.0,1778.4298642533945,P0003,20231017153058,2,T2,8.6.0
11.0,0.09473796360317718,59.0,273.0,4164.58176100629,P0003,20231017153058,2,T2,8.6.0
12.0,0.09262684494256952,53.0,276.0,2916.76242937853,P0003,20231017153058,2,T2,8.6.0
13.0,0.12367345107218981,65.0,285.0,3682.370491803279,P0003,20231017153058,2,T2,8.6.0
14.0,0.09890411404440856,48.0,331.0,5710.038220551381,P0003,20231017153058,2,T2,8.6.0
1.0,1.731932710442393,218.0,3609.0,631797.3264740711,P0003,20231018144455,1,T1,8.6.0
2.0,1.8941489671688985,552.0,3700.0,446893.2580907345,P0003,20231018144455,1,T1,8.6.0
3.0,1.9339470425266987,895.0,4079.0,286290.9790303233,P0003,20231018144455,1,T1,8.6.0
4.0,1.6848726333025712,305.0,3601.0,407581.9146680202,P0003,20231018144455,1,T1,8.6.0
5.0,1.6291679550121376,695.0,3290.0,335182.55027663585,P0003,20231018144455,1,T1,8.6.0
6.0,1.4920531515924391,659.0,3011.0,271018.6944582811,P0003,20231018144455,1,T1,8.6.0
7.0,1.226709615818894,9.0,2495.0,177596.0758657148,P0003,20231018144455,1,T1,8.6.0
8.0,0.8628246653586508,28.0,1821.0,143283.32900497527,P0003,20231018144455,1,T1,8.6.0
9.0,0.6765421623741004,118.0,1404.0,36863.35474874371,P0003,20231018144455,1,T1,8.6.0
10.0,0.3325319988729086,89.0,765.0,19154.27537063604,P0003,20231018144455,1,T1,8.6.0
11.0,0.16628807910077711,11.0,561.0,15506.147290587222,P0003,20231018144455,1,T1,8.6.0
12.0,0.14342855313678024,14.0,589.0,14777.281031986313,P0003,20231018144455,1,T1,8.6.0
13.0,0.1118447933514632,24.0,613.0,14051.2839009677,P0003,20231018144455,1,T1,8.6.0
14.0,0.1137076719412876,29.0,657.0,11418.938350485296,P0003,20231018144455,1,T1,8.6.0
1.0,2.0729401025662075,1659.0,3432.0,213163.3568306009,P0003,20231018144455,1,T2,8.6.0
2.0,2.0876804750836198,1779.0,3320.0,208148.7177858436,P0003,20231018144455,1,T2,8.6.0
3.0,1.9674027468016682,2163.0,3032.0,23706.104053236937,P0003,20231018144455,1,T2,8.6.0
4.0,1.7943218891566768,1802.0,2715.0,51363.054098360735,P0003,20231018144455,1,T2,8.6.0
5.0,1.7503861287160833,1631.0,2712.0,65808.8447115384,P0003,20231018144455,1,T2,8.6.0
6.0,1.5485108193159551,1539.0,2482.0,40538.397937599264,P0003,20231018144455,1,T2,8.6.0
7.0,1.186121936739079,1384.0,1897.0,11366.361528821824,P0003,20231018144455,1,T2,8.6.0
8.0,0.7717470729077474,785.0,1347.0,12300.748299319765,P0003,20231018144455,1,T2,8.6.0
9.0,0.32341097669748936,295.0,571.0,3378.9854862119,P0003,20231018144455,1,T2,8.6.0
10.0,0.09430918178808212,56.0,221.0,1268.985882352942,P0003,20231018144455,1,T2,8.6.0
11.0,0.07858443906573723,38.0,189.0,1290.9918831168825,P0003,20231018144455,1,T2,8.6.0
12.0,0.09596604396812772,59.0,226.0,1896.463276836159,P0003,20231018144455,1,T2,8.6.0
13.0,0.11433791255150867,48.0,334.0,7265.156830601091,P0003,20231018144455,1,T2,8.6.0
14.0,0.11428027464201783,29.0,298.0,5189.9686716791975,P0003,20231018144455,1,T2,8.6.0
1.0,1.7414283686273944,149.0,3762.0,629982.5968318362,P0003,20231018144455,2,T1,8.6.0
2.0,1.8992750992100342,483.0,3866.0,441407.9107679419,P0003,20231018144455,2,T1,8.6.0
3.0,1.9338268842022341,892.0,4095.0,294353.40771562426,P0003,20231018144455,2,T1,8.6.0
4.0,1.6827557895424552,415.0,3532.0,420977.3500925192,P0003,20231018144455,2,T1,8.6.0
5.0,1.627467191624193,884.0,3440.0,369252.3756532669,P0003,20231018144455,2,T1,8.6.0
6.0,1.4878244310571072,611.0,3136.0,290951.7119766824,P0003,20231018144455,2,T1,8.6.0
7.0,1.2263613350992588,111.0,2602.0,187104.54945810183,P0003,20231018144455,2,T1,8.6.0
8.0,0.8580502801001654,59.0,1852.0,142659.02261306532,P0003,20231018144455,2,T1,8.6.0
9.0,0.674424698380439,274.0,1386.0,38866.30864321601,P0003,20231018144455,2,T1,8.6.0
10.0,0.3348905042226208,153.0,796.0,20703.485796269724,P0003,20231018144455,2,T1,8.6.0
11.0,0.16235203890682282,33.0,625.0,18387.79605790289,P0003,20231018144455,2,T1,8.6.0
12.0,0.1384946693500181,0.0,598.0,18054.720810846386,P0003,20231018144455,2,T1,8.6.0
13.0,0.1149746554387361,39.0,562.0,11356.246575342466,P0003,20231018144455,2,T1,8.6.0
14.0,0.11787405423851956,14.0,825.0,13536.116447465643,P0003,20231018144455,2,T1,8.6.0
1.0,2.0739366741386145,1728.0,3596.0,239853.2913802217,P0003,20231018144455,2,T2,8.6.0
2.0,2.084431554017974,1727.0,3314.0,191266.2701149426,P0003,20231018144455,2,T2,8.6.0
3.0,1.979291221734157,2142.0,3056.0,28021.108474575867,P0003,20231018144455,2,T2,8.6.0
4.0,1.8047619022819341,1797.0,2852.0,57521.43389830549,P0003,20231018144455,2,T2,8.6.0
5.0,1.7450937020440007,1717.0,2721.0,65525.49370629329,P0003,20231018144455,2,T2,8.6.0
6.0,1.557580583615361,1666.0,2443.0,44454.90546448132,P0003,20231018144455,2,T2,8.6.0
7.0,1.1682678509976083,1321.0,1844.0,15157.163636363766,P0003,20231018144455,2,T2,8.6.0
8.0,0.7868553319813425,819.0,1253.0,10491.708333333334,P0003,20231018144455,2,T2,8.6.0
9.0,0.3191289956897744,311.0,560.0,4406.822206095792,P0003,20231018144455,2,T2,8.6.0
10.0,0.08879501476987589,50.0,200.0,1135.0431372549012,P0003,20231018144455,2,T2,8.6.0
11.0,0.06759588882807846,33.0,217.0,2160.3918831168835,P0003,20231018144455,2,T2,8.6.0
12.0,0.10539198526002684,79.0,246.0,1656.7431693989083,P0003,20231018144455,2,T2,8.6.0
13.0,0.0996516879914037,44.0,280.0,5965.388640873016,P0003,20231018144455,2,T2,8.6.0
14.0,0.11921760664984835,73.0,339.0,4517.154880187025,P0003,20231018144455,2,T2,8.6.0
1.0,1.7602943317982178,261.0,3663.0,574518.2918597283,P0003,20231019140413,1,T1,8.6.0
2.0,1.8920001979506937,595.0,3696.0,444507.3219041116,P0003,20231019140413,1,T1,8.6.0
3.0,1.923382338144454,1001.0,4041.0,301225.26927528257,P0003,20231019140413,1,T1,8.6.0
4.0,1.6834675266583634,401.0,3363.0,425327.6712543182,P0003,20231019140413,1,T1,8.6.0
5.0,1.621202483470818,894.0,3358.0,347699.5474114572,P0003,20231019140413,1,T1,8.6.0
6.0,1.4836037047419925,790.0,3003.0,261701.214520773,P0003,20231019140413,1,T1,8.6.0
7.0,1.221936529012206,174.0,2615.0,184759.74559873095,P0003,20231019140413,1,T1,8.6.0
8.0,0.864496727354448,28.0,1784.0,142912.54160549378,P0003,20231019140413,1,T1,8.6.0
9.0,0.6765130500346598,108.0,1308.0,37874.59296482412,P0003,20231019140413,1,T1,8.6.0
10.0,0.3375900505552005,151.0,813.0,21422.453255979173,P0003,20231019140413,1,T1,8.6.0
11.0,0.16478517007024202,26.0,567.0,15658.946376412234,P0003,20231019140413,1,T1,8.6.0
12.0,0.14238157973555385,19.0,641.0,19005.03181080251,P0003,20231019140413,1,T1,8.6.0
13.0,0.10949092861945506,34.0,644.0,11752.988027562447,P0003,20231019140413,1,T1,8.6.0
14.0,0.11885538185369587,13.0,650.0,11376.135882553774,P0003,20231019140413,1,T1,8.6.0
1.0,2.096411943165936,1705.0,3460.0,174089.16920903983,P0003,20231019140413,1,T2,8.6.0
2.0,2.093185181721835,1682.0,3283.0,209236.2628554148,P0003,20231019140413,1,T2,8.6.0
3.0,1.9560833317645419,1977.0,3004.0,36468.710695500005,P0003,20231019140413,1,T2,8.6.0
4.0,1.7936695593163332,1754.0,2742.0,45136.79562841554,P0003,20231019140413,1,T2,8.6.0
5.0,1.7547832267473635,1644.0,2811.0,74127.80046620002,P0003,20231019140413,1,T2,8.6.0
6.0,1.5424647208611153,1541.0,2434.0,45868.33691756283,P0003,20231019140413,1,T2,8.6.0
7.0,1.1899067168781956,1272.0,1897.0,17378.144155844235,P0003,20231019140413,1,T2,8.6.0
8.0,0.7744496825498511,856.0,1297.0,7507.635204081579,P0003,20231019140413,1,T2,8.6.0
9.0,0.3130759323762503,239.0,568.0,6656.207547169824,P0003,20231019140413,1,T2,8.6.0
10.0,0.09868470007627285,72.0,264.0,1328.5349019607831,P0003,20231019140413,1,T2,8.6.0
11.0,0.06522735556333406,48.0,196.0,1147.7918831168834,P0003,20231019140413,1,T2,8.6.0
12.0,0.10694766743279345,55.0,271.0,2091.64406779661,P0003,20231019140413,1,T2,8.6.0
13.0,0.10235233193826963,40.0,357.0,5177.405464480876,P0003,20231019140413,1,T2,8.6.0
14.0,0.11275764960790832,45.0,286.0,4801.554748941319,P0003,20231019140413,1,T2,8.6.0
1.0,1.739763582981893,170.0,3549.0,585203.6232902922,P0003,20231019140413,2,T1,8.6.0
2.0,1.889356621075224,528.0,3701.0,420552.9141101306,P0003,20231019140413,2,T1,8.6.0
3.0,1.9434854742920333,931.0,4021.0,271904.4440445026,P0003,20231019140413,2,T1,8.6.0
4.0,1.6841580417448248,397.0,3476.0,417079.3905507184,P0003,20231019140413,2,T1,8.6.0
5.0,1.6152039761228902,696.0,3295.0,340015.2819402981,P0003,20231019140413,2,T1,8.6.0
6.0,1.4938348203387366,715.0,2980.0,255522.1983395597,P0003,20231019140413,2,T1,8.6.0
7.0,1.2287798524402873,102.0,2485.0,167987.96732751795,P0003,20231019140413,2,T1,8.6.0
8.0,0.8594014680975035,14.0,1831.0,138705.26975124388,P0003,20231019140413,2,T1,8.6.0
9.0,0.6752936023577727,202.0,1351.0,37918.49638190955,P0003,20231019140413,2,T1,8.6.0
10.0,0.3350959702130871,140.0,809.0,22540.875870234428,P0003,20231019140413,2,T1,8.6.0
11.0,0.17490229752453265,21.0,584.0,17161.624622193438,P0003,20231019140413,2,T1,8.6.0
12.0,0.13831042603266,4.0,750.0,17609.339827124746,P0003,20231019140413,2,T1,8.6.0
13.0,0.10862138757477821,29.0,453.0,8997.298344427374,P0003,20231019140413,2,T1,8.6.0
14.0,0.1137924792037758,17.0,673.0,12903.507075243891,P0003,20231019140413,2,T1,8.6.0
1.0,2.0910486941059925,1619.0,3285.0,208370.70782654692,P0003,20231019140413,2,T2,8.6.0
2.0,2.104383531348386,1654.0,3338.0,197239.5680888367,P0003,20231019140413,2,T2,8.6.0
3.0,1.9963414002137225,2072.0,2931.0,31494.880225988767,P0003,20231019140413,2,T2,8.6.0
4.0,1.8168552807920184,1774.0,2730.0,55291.39450613692,P0003,20231019140413,2,T2,8.6.0
5.0,1.7317056055322504,1653.0,2616.0,69599.76060606058,P0003,20231019140413,2,T2,8.6.0
6.0,1.552294082359193,1647.0,2403.0,40295.21639344245,P0003,20231019140413,2,T2,8.6.0
7.0,1.179964659628543,1275.0,1756.0,12091.206766917236,P0003,20231019140413,2,T2,8.6.0
8.0,0.7401988163637271,760.0,1234.0,9846.624149659803,P0003,20231019140413,2,T2,8.6.0
9.0,0.31371211225729057,202.0,581.0,6789.462989840335,P0003,20231019140413,2,T2,8.6.0
10.0,0.09093303370546484,73.0,165.0,674.6726998491715,P0003,20231019140413,2,T2,8.6.0
11.0,0.07545990388578268,38.0,239.0,1534.280701754386,P0003,20231019140413,2,T2,8.6.0
12.0,0.09860651695577072,59.0,227.0,1949.2524590163937,P0003,20231019140413,2,T2,8.6.0
13.0,0.10665956782385186,49.0,311.0,5599.644137224784,P0003,20231019140413,2,T2,8.6.0
14.0,0.10183679502800799,58.0,288.0,4358.993220338984,P0003,20231019140413,2,T2,8.6.0
1.0,1.7570361293837176,264.0,3962.0,622376.9067453548,P0003,20231023143153,1,T1,8.6.0
2.0,1.8768119946810244,332.0,3850.0,520229.30329145736,P0003,20231023143153,1,T1,8.6.0
3.0,1.9296038902180515,1338.0,4036.0,269905.11358500906,P0003,20231023143153,1,T1,8.6.0
4.0,1.6812227948404603,707.0,3544.0,398553.6135729154,P0003,20231023143153,1,T1,8.6.0
5.0,1.6418332515091703,881.0,3553.0,342042.52701005025,P0003,20231023143153,1,T1,8.6.0
6.0,1.541722091865794,818.0,3168.0,242589.28069158728,P0003,20231023143153,1,T1,8.6.0
7.0,1.1902289629466332,52.0,2503.0,210774.06671449076,P0003,20231023143153,1,T1,8.6.0
8.0,0.8493789553044365,46.0,1905.0,165703.2456775527,P0003,20231023143153,1,T1,8.6.0
9.0,0.6681016712623108,20.0,1348.0,49812.3215829146,P0003,20231023143153,1,T1,8.6.0
10.0,0.3302236347796962,63.0,814.0,19543.47837688627,P0003,20231023143153,1,T1,8.6.0
11.0,0.18017673283355537,38.0,669.0,19199.6059601034,P0003,20231023143153,1,T1,8.6.0
12.0,0.12695259206292014,1.0,593.0,10269.975845410629,P0003,20231023143153,1,T1,8.6.0
13.0,0.10402717141181951,28.0,470.0,10167.079369297546,P0003,20231023143153,1,T1,8.6.0
14.0,0.12268012690040711,5.0,726.0,23906.12858803541,P0003,20231023143153,1,T1,8.6.0
1.0,2.115457750616445,2294.0,3551.0,53055.112711864,P0003,20231023143153,1,T2,8.6.0
2.0,2.157434527829992,2294.0,3350.0,48974.78765880225,P0003,20231023143153,1,T2,8.6.0
3.0,1.8996461088460626,1775.0,2943.0,60104.83028846141,P0003,20231023143153,1,T2,8.6.0
4.0,1.799672374714384,1877.0,2890.0,60572.8217416714,P0003,20231023143153,1,T2,8.6.0
5.0,1.767583884121995,1925.0,2762.0,55998.846448087694,P0003,20231023143153,1,T2,8.6.0
6.0,1.5423418493270074,1776.0,2495.0,38788.47488101486,P0003,20231023143153,1,T2,8.6.0
7.0,1.17642964872617,1293.0,1967.0,18966.610523532647,P0003,20231023143153,1,T2,8.6.0
8.0,0.7174372745323612,700.0,1332.0,12508.8294553146,P0003,20231023143153,1,T2,8.6.0
9.0,0.31004895687380807,279.0,657.0,8365.102279368788,P0003,20231023143153,1,T2,8.6.0
10.0,0.10552539538934778,28.0,299.0,4827.537337662339,P0003,20231023143153,1,T2,8.6.0
11.0,0.08305251374904563,41.0,237.0,2020.1141833077324,P0003,20231023143153,1,T2,8.6.0
12.0,0.10232872920198895,31.0,294.0,3879.4513888888887,P0003,20231023143153,1,T2,8.6.0
13.0,0.10981669362299674,53.0,348.0,6458.04547858276,P0003,20231023143153,1,T2,8.6.0
14.0,0.11322429244839571,29.0,345.0,7332.919098822324,P0003,20231023143153,1,T2,8.6.0
1.0,1.7532940371253924,177.0,3746.0,601036.7136820244,P0003,20231023143153,2,T1,8.6.0
2.0,1.877275143652263,268.0,3733.0,470230.5521356784,P0003,20231023143153,2,T1,8.6.0
3.0,1.9393904815564134,1323.0,4033.0,257808.48095894235,P0003,20231023143153,2,T1,8.6.0
4.0,1.6773314382241635,660.0,3297.0,348416.31389269565,P0003,20231023143153,2,T1,8.6.0
5.0,1.6397864983127801,720.0,3498.0,305608.630125628,P0003,20231023143153,2,T1,8.6.0
6.0,1.5412065487967812,810.0,3024.0,215174.19808703952,P0003,20231023143153,2,T1,8.6.0
7.0,1.1921723764252115,56.0,2476.0,195861.37242828155,P0003,20231023143153,2,T1,8.6.0
8.0,0.8466316151356167,41.0,1779.0,148865.09791044772,P0003,20231023143153,2,T1,8.6.0
9.0,0.6641688607333045,10.0,1294.0,51538.25706425942,P0003,20231023143153,2,T1,8.6.0
10.0,0.34025107257304865,108.0,803.0,16829.7458466145,P0003,20231023143153,2,T1,8.6.0
11.0,0.17821291237615122,86.0,588.0,15059.178109452734,P0003,20231023143153,2,T1,8.6.0
12.0,0.1271024970741892,40.0,583.0,8998.64124572018,P0003,20231023143153,2,T1,8.6.0
13.0,0.10050278546677245,30.0,450.0,8557.710346189284,P0003,20231023143153,2,T1,8.6.0
14.0,0.12267373254791136,20.0,735.0,18972.896112040136,P0003,20231023143153,2,T1,8.6.0
1.0,2.1315108348572624,2384.0,3356.0,41642.75471698113,P0003,20231023143153,2,T2,8.6.0
2.0,2.1284408097290908,2043.0,3194.0,53000.28135593261,P0003,20231023143153,2,T2,8.6.0
3.0,1.9058374625504653,1736.0,2821.0,53670.46899766922,P0003,20231023143153,2,T2,8.6.0
4.0,1.8000865925220797,1553.0,2741.0,65813.87200467546,P0003,20231023143153,2,T2,8.6.0
5.0,1.7452265239642486,1784.0,2676.0,62749.26472094174,P0003,20231023143153,2,T2,8.6.0
6.0,1.56597083681006,1643.0,2380.0,43157.77966101673,P0003,20231023143153,2,T2,8.6.0
7.0,1.154279522430786,1113.0,1741.0,15845.20386039136,P0003,20231023143153,2,T2,8.6.0
8.0,0.7187030313484616,710.0,1352.0,12469.155649717455,P0003,20231023143153,2,T2,8.6.0
9.0,0.31840660789966463,285.0,726.0,12575.89849624061,P0003,20231023143153,2,T2,8.6.0
10.0,0.08706639336964492,22.0,356.0,6539.384085213032,P0003,20231023143153,2,T2,8.6.0
11.0,0.09009963109432507,37.0,233.0,2211.1552088841886,P0003,20231023143153,2,T2,8.6.0
12.0,0.11469011495887518,74.0,320.0,4013.3696456901102,P0003,20231023143153,2,T2,8.6.0
13.0,0.10993898302897957,41.0,370.0,6063.135113696457,P0003,20231023143153,2,T2,8.6.0
14.0,0.12974265543605976,24.0,332.0,7630.918402777777,P0003,20231023143153,2,T2,8.6.0
1.0,1.7596594271606012,127.0,3513.0,591542.804776119,P0003,20231024194752,1,T1,8.6.0
2.0,1.8937701639841462,411.0,3607.0,439389.40860380494,P0003,20231024194752,1,T1,8.6.0
3.0,1.9161122124985723,1024.0,3531.0,249814.65096070865,P0003,20231024194752,1,T1,8.6.0
4.0,1.664253082335194,196.0,3277.0,428100.3646439826,P0003,20231024194752,1,T1,8.6.0
5.0,1.6470282098621938,949.0,3450.0,303114.08821608074,P0003,20231024194752,1,T1,8.6.0
6.0,1.5172189396676614,895.0,2983.0,201510.03977323085,P0003,20231024194752,1,T1,8.6.0
7.0,1.2100258393525307,105.0,2407.0,186219.59669474405,P0003,20231024194752,1,T1,8.6.0
8.0,0.8741265068204059,15.0,1773.0,126065.15716417908,P0003,20231024194752,1,T1,8.6.0
9.0,0.6502850273823864,99.0,1303.0,45662.99601990044,P0003,20231024194752,1,T1,8.6.0
10.0,0.32144427884865884,131.0,760.0,14908.505718842576,P0003,20231024194752,1,T1,8.6.0
11.0,0.17826123741989325,54.0,623.0,18751.96171292006,P0003,20231024194752,1,T1,8.6.0
12.0,0.13978801726082313,45.0,565.0,12533.962985610042,P0003,20231024194752,1,T1,8.6.0
13.0,0.1014375723574911,29.0,413.0,7675.606791558614,P0003,20231024194752,1,T1,8.6.0
14.0,0.12658948504944212,31.0,715.0,18432.930115848223,P0003,20231024194752,1,T1,8.6.0
1.0,2.1373458815984794,2081.0,3203.0,43170.6320754717,P0003,20231024194752,1,T2,8.6.0
2.0,2.131025767951179,2177.0,3175.0,63006.10097402551,P0003,20231024194752,1,T2,8.6.0
3.0,1.9119090667230296,1915.0,2843.0,43740.38251366119,P0003,20231024194752,1,T2,8.6.0
4.0,1.7772304139209099,1663.0,2744.0,69493.13116883147,P0003,20231024194752,1,T2,8.6.0
5.0,1.7300331978468517,1663.0,2710.0,60598.63354763286,P0003,20231024194752,1,T2,8.6.0
6.0,1.5558326552705968,1620.0,2437.0,43547.53446115287,P0003,20231024194752,1,T2,8.6.0
7.0,1.165288980657622,1128.0,1886.0,22987.70913461549,P0003,20231024194752,1,T2,8.6.0
8.0,0.7320197194361739,739.0,1208.0,11705.328619528562,P0003,20231024194752,1,T2,8.6.0
9.0,0.3210511454521654,247.0,652.0,11065.499707773231,P0003,20231024194752,1,T2,8.6.0
10.0,0.10199593446150408,11.0,353.0,7449.17299824664,P0003,20231024194752,1,T2,8.6.0
11.0,0.08746061487615418,39.0,215.0,1906.119815668202,P0003,20231024194752,1,T2,8.6.0
12.0,0.1187444155649066,75.0,299.0,3194.493863237873,P0003,20231024194752,1,T2,8.6.0
13.0,0.109649133199998,61.0,327.0,6671.146616541352,P0003,20231024194752,1,T2,8.6.0
14.0,0.12041307304043039,31.0,358.0,8314.546626984127,P0003,20231024194752,1,T2,8.6.0
1.0,1.7536893454370257,209.0,3758.0,643838.4573173736,P0003,20231024194752,2,T1,8.6.0
2.0,1.9054379413761509,479.0,3851.0,466379.3054490832,P0003,20231024194752,2,T1,8.6.0
3.0,1.9284450921414416,1203.0,3668.0,262946.3216708509,P0003,20231024194752,2,T1,8.6.0
4.0,1.6822136327311636,321.0,3423.0,443685.9927677028,P0003,20231024194752,2,T1,8.6.0
5.0,1.6355022499485359,869.0,3597.0,341208.39631840825,P0003,20231024194752,2,T1,8.6.0
6.0,1.520604499319392,1016.0,3191.0,226848.2319957479,P0003,20231024194752,2,T1,8.6.0
7.0,1.207107423988943,142.0,2490.0,186536.0952908726,P0003,20231024194752,2,T1,8.6.0
8.0,0.8635661902847797,25.0,1940.0,135005.5893101873,P0003,20231024194752,2,T1,8.6.0
9.0,0.6532228777466172,26.0,1393.0,44743.74148241209,P0003,20231024194752,2,T1,8.6.0
10.0,0.32682068908578604,79.0,871.0,18374.93090220221,P0003,20231024194752,2,T1,8.6.0
11.0,0.1812307888999465,46.0,740.0,19091.66523816561,P0003,20231024194752,2,T1,8.6.0
12.0,0.12168559253103874,5.0,490.0,7896.020608802961,P0003,20231024194752,2,T1,8.6.0
13.0,0.09416628727470301,18.0,486.0,7700.212890101045,P0003,20231024194752,2,T1,8.6.0
14.0,0.12630738923447252,28.0,688.0,17925.084001688476,P0003,20231024194752,2,T1,8.6.0
1.0,2.1396627017113445,2416.0,3311.0,45107.57931516418,P0003,20231024194752,2,T2,8.6.0
2.0,2.1373160562797975,2212.0,3346.0,61054.44025974057,P0003,20231024194752,2,T2,8.6.0
3.0,1.9256510201785817,2095.0,3018.0,37796.079781421024,P0003,20231024194752,2,T2,8.6.0
4.0,1.7943363819462785,1850.0,2923.0,62929.651623376936,P0003,20231024194752,2,T2,8.6.0
5.0,1.7127871198278013,1669.0,2775.0,76514.44067796654,P0003,20231024194752,2,T2,8.6.0
6.0,1.5324256226314992,1662.0,2420.0,42951.20551378439,P0003,20231024194752,2,T2,8.6.0
7.0,1.1559681717258765,1270.0,1937.0,18553.539903846104,P0003,20231024194752,2,T2,8.6.0
8.0,0.7476754891708085,883.0,1369.0,8692.26734006736,P0003,20231024194752,2,T2,8.6.0
9.0,0.315018983724282,249.0,684.0,9515.202220923427,P0003,20231024194752,2,T2,8.6.0
10.0,0.1032493006711967,35.0,304.0,3239.4062310949766,P0003,20231024194752,2,T2,8.6.0
11.0,0.09568578178395522,33.0,262.0,3035.0204813108035,P0003,20231024194752,2,T2,8.6.0
12.0,0.11119974157203563,88.0,246.0,2169.589129164233,P0003,20231024194752,2,T2,8.6.0
13.0,0.11440027498044264,57.0,350.0,6355.340592861466,P0003,20231024194752,2,T2,8.6.0
14.0,0.11462335379609981,51.0,353.0,7080.529953917049,P0003,20231024194752,2,T2,8.6.0
1.0,1.6989955412061561,161.0,3741.0,566113.5099005124,P0003,20231030143250,1,T1,8.6.0
2.0,1.8251934905082725,251.0,3739.0,495766.16603882913,P0003,20231030143250,1,T1,8.6.0
3.0,1.886526766276707,1055.0,4095.0,292319.9653578385,P0003,20231030143250,1,T1,8.6.0
4.0,1.6372399982994101,370.0,3465.0,480213.40333549184,P0003,20231030143250,1,T1,8.6.0
5.0,1.6547420028226905,957.0,3580.0,334300.6442820159,P0003,20231030143250,1,T1,8.6.0
6.0,1.5573700025330042,301.0,3151.0,284982.9036603492,P0003,20231030143250,1,T1,8.6.0
7.0,1.219764184973754,292.0,2579.0,243332.06873301565,P0003,20231030143250,1,T1,8.6.0
8.0,0.8740462773260195,12.0,1883.0,167651.74858919167,P0003,20231030143250,1,T1,8.6.0
9.0,0.7013949968373818,19.0,1427.0,54749.31693822642,P0003,20231030143250,1,T1,8.6.0
10.0,0.3656395840118402,152.0,822.0,19653.471548680773,P0003,20231030143250,1,T1,8.6.0
11.0,0.20095305942575206,68.0,604.0,15286.352150951128,P0003,20231030143250,1,T1,8.6.0
12.0,0.1408714440259686,41.0,551.0,8719.55930772478,P0003,20231030143250,1,T1,8.6.0
13.0,0.10483858160560743,8.0,407.0,7136.073121191605,P0003,20231030143250,1,T1,8.6.0
14.0,0.13242407014743407,27.0,741.0,23760.826512534328,P0003,20231030143250,1,T1,8.6.0
1.0,2.136028183476235,2208.0,3457.0,46610.184210526095,P0003,20231030143250,1,T2,8.6.0
